iter	RMSE
1666	6279.693836
1667	6279.14509
1668	6278.275246
1669	6276.547236
1670	6272.662773
1671	6270.007543
1672	6269.593358
1673	6269.242337
1674	6265.858675
1675	6263.787637
1676	6258.577765
1677	6258.266973
1678	6254.434045
1679	6250.40143
1680	6246.936085
1681	6246.585594
1682	6242.773762
1683	6238.548068
1684	6236.064643
1685	6232.510814
1686	6228.905183
1687	6225.417338
1688	6218.912045
1689	6215.108232
1690	6210.511128
1691	6206.989953
1692	6203.390209
1693	6203.173932
1694	6197.498896
1695	6194.63561
1696	6188.911438
1697	6184.524503
1698	6181.606876
1699	6181.17563
1700	6175.718538
1701	6172.226707
1702	6165.811131
1703	6164.503542
1704	6162.669892
1705	6161.259434
1706	6155.629205
1707	6155.370582
1708	6150.794773
1709	6145.263931
1710	6140.399102
1711	6139.943847
1712	6134.381348
1713	6130.677162
1714	6129.864906
1715	6127.639071
1716	6127.31618
1717	6120.069137
1718	6116.903911
1719	6114.15107
1720	6110.255684
1721	6107.81702
1722	6105.772618
1723	6105.235146
1724	6100.085487
1725	6098.761171
1726	6094.471175
1727	6090.240542
1728	6085.871758
1729	6081.608276
1730	6080.242378
1731	6076.363059
1732	6071.544102
1733	6068.270868
1734	6064.385115
1735	6060.579553
1736	6060.193671
1737	6059.473901
1738	6054.075888
1739	6048.820822
1740	6044.91827
1741	6037.704903
1742	6037.107589
1743	6034.296026
1744	6030.567576
1745	6027.925271
1746	6026.872252
1747	6024.209613
1748	6021.112709
1749	6018.299612
1750	6013.759241
1751	6009.801993
1752	6009.576361
1753	6009.419949
1754	6003.259068
1755	6000.257926
1756	5996.890417
1757	5995.705445
1758	5993.181342
1759	5989.334922
1760	5985.4746
1761	5981.899274
1762	5977.875802
1763	5976.648937
1764	5973.204615
1765	5971.627438
1766	5966.997893
1767	5964.188844
1768	5961.858112
1769	5959.373828
1770	5957.901118
1771	5955.89485
1772	5950.913195
1773	5949.538925
1774	5946.756162
1775	5941.693262
1776	5938.039431
1777	5934.856108
1778	5932.305222
1779	5927.782913
1780	5923.887875
1781	5921.842725
1782	5918.156006
1783	5917.953389
1784	5916.692252
1785	5912.717443
1786	5911.534206
1787	5911.120425
1788	5907.073089
1789	5903.040947
1790	5902.842869
1791	5900.987955
1792	5898.095392
1793	5896.259825
1794	5895.784066
1795	5892.127393
1796	5889.464565
1797	5889.206038
1798	5888.769826
1799	5884.675948
1800	5882.501768
1801	5880.157721
1802	5873.688868
1803	5870.298782
1804	5866.107606
1805	5865.730376
1806	5862.368417
1807	5861.775039
1808	5861.121336
1809	5857.325623
1810	5855.292548
1811	5851.62132
1812	5848.321252
1813	5846.355896
1814	5844.349629
1815	5842.276346
1816	5839.070466
1817	5837.075383
1818	5835.856813
1819	5832.273671
1820	5827.864154
1821	5827.14148
1822	5823.830666
1823	5819.652391
1824	5819.265364
1825	5817.508259
1826	5815.144745
1827	5811.335235
1828	5808.719802
1829	5803.496847
1830	5799.611599
1831	5799.19194
1832	5797.467082
1833	5795.340246
1834	5791.679094
1835	5790.211883
1836	5785.534938
1837	5781.602241
1838	5777.438013
1839	5773.064463
1840	5768.567062
1841	5763.954619
1842	5762.623685
1843	5758.09459
1844	5754.003043
1845	5748.247868
1846	5744.543594
1847	5739.4764
1848	5739.295266
1849	5738.51387
1850	5737.577047
1851	5734.446613
1852	5732.660961
1853	5729.507018
1854	5726.136676
1855	5722.404928
1856	5720.672001
1857	5718.36094
1858	5715.873731
1859	5713.644231
1860	5710.401481
1861	5709.139263
1862	5707.622306
1863	5702.898296
1864	5698.841763
1865	5694.894094
1866	5692.152551
1867	5690.386922
1868	5686.86572
1869	5681.49487
1870	5680.452135
1871	5677.142997
1872	5675.309893
1873	5672.750833
1874	5669.661809
1875	5667.691489
1876	5667.006881
1877	5664.233732
1878	5662.789376
1879	5660.024542
1880	5654.75507
1881	5653.790296
1882	5650.295449
1883	5646.313324
1884	5641.0673
1885	5640.724159
1886	5635.562983
1887	5635.330187
1888	5633.982805
1889	5631.5462
1890	5629.892477
1891	5625.902079
1892	5622.487998
1893	5618.083182
1894	5615.108915
1895	5612.19973
1896	5608.643641
1897	5606.225873
1898	5604.133617
1899	5600.810974
1900	5597.341612
1901	5590.485357
1902	5587.686839
1903	5583.985791
1904	5583.055166
1905	5581.707805
1906	5577.759272
1907	5575.964597
1908	5571.774851
1909	5568.059209
1910	5563.764596
1911	5560.393051
1912	5555.560839
1913	5552.35834
1914	5551.776533
1915	5548.171694
1916	5544.488737
1917	5543.072775
1918	5539.011873
1919	5537.275833
1920	5531.907766
1921	5528.856318
1922	5526.707084
1923	5522.928276
1924	5521.147789
1925	5516.862227
1926	5515.030046
1927	5514.809593
1928	5512.202158
1929	5508.756464
1930	5504.790566
1931	5500.036464
1932	5498.594653
1933	5498.101648
1934	5495.782299
1935	5490.955746
1936	5488.027448
1937	5485.338345
1938	5482.87673
1939	5481.787946
1940	5479.417412
1941	5475.475158
1942	5474.974351
1943	5470.607279
1944	5470.2563
1945	5466.796567
1946	5462.364211
1947	5461.229299
1948	5457.452281
1949	5456.296697
1950	5452.748784
1951	5449.510831
1952	5445.70948
1953	5441.768961
1954	5437.319571
1955	5436.273326
1956	5435.441644
1957	5432.764788
1958	5430.436563
1959	5427.227121
1960	5424.676716
1961	5421.818273
1962	5418.430771
1963	5415.593269
1964	5411.962637
1965	5408.443976
1966	5405.180734
1967	5400.634615
1968	5397.157278
1969	5393.753709
1970	5390.398079
1971	5385.65815
1972	5384.204076
1973	5383.349574
1974	5381.742422
1975	5377.532968
1976	5376.10462
1977	5374.362254
1978	5371.331605
1979	5367.175926
1980	5363.001488
1981	5362.122551
1982	5357.676858
1983	5357.330333
1984	5355.285295
1985	5351.049656
1986	5348.139884
1987	5344.57968
1988	5341.57562
1989	5337.708482
1990	5334.930368
1991	5332.368275
1992	5329.038324
1993	5325.280962
1994	5322.910005
1995	5319.919541
1996	5316.389942
1997	5313.823038
1998	5313.58751
1999	5309.946326
2000	5308.034485
2001	5307.030954
2002	5306.618311
2003	5306.361717
2004	5303.508963
2005	5299.044263
2006	5297.718814
2007	5294.543805
2008	5294.241392
2009	5292.227668
2010	5289.382518
2011	5289.21376
2012	5285.124686
2013	5283.248877
2014	5280.784818
2015	5278.35222
2016	5276.573953
2017	5274.579383
2018	5271.802059
2019	5266.656874
2020	5264.997449
2021	5262.557674
2022	5260.322551
2023	5258.070166
2024	5255.031563
2025	5253.236975
2026	5250.189285
2027	5247.567696
2028	5245.23266
2029	5241.838076
2030	5240.394403
2031	5236.301316
2032	5234.794524
2033	5229.763382
2034	5225.393721
2035	5221.465733
2036	5217.982838
2037	5215.533954
2038	5212.179005
2039	5208.41093
2040	5205.629424
2041	5204.176971
2042	5200.623026
2043	5196.590598
2044	5195.150791
2045	5192.345737
2046	5192.123535
2047	5190.356503
2048	5187.029793
2049	5182.743748
2050	5179.256936
2051	5176.207988
2052	5171.061193
2053	5168.613026
2054	5168.400245
2055	5166.866882
2056	5162.80145
2057	5161.157339
2058	5156.673695
2059	5153.743362
2060	5150.447782
2061	5148.334373
2062	5146.189805
2063	5142.31838
2064	5138.631792
2065	5134.676586
2066	5130.6332
2067	5128.00958
2068	5124.724411
2069	5121.906841
2070	5118.516725
2071	5116.845197
2072	5112.878258
2073	5109.523118
2074	5107.078266
2075	5105.321439
2076	5102.383315
2077	5099.945934
2078	5096.129513
2079	5093.11477
2080	5090.636201
2081	5087.880758
2082	5087.607057
2083	5083.700943
2084	5079.973657
2085	5077.644498
2086	5074.421344
2087	5072.221157
2088	5071.961275
2089	5069.389922
2090	5066.208887
2091	5064.773253
2092	5063.434059
2093	5058.931679
2094	5058.583486
2095	5056.554545
2096	5054.326674
2097	5052.000582
2098	5048.21974
2099	5045.159573
2100	5042.522758
2101	5039.01611
2102	5038.842151
2103	5037.507376
2104	5032.993502
2105	5030.07251
2106	5027.936815
2107	5025.326972
2108	5022.727039
2109	5018.540374
2110	5015.866086
2111	5011.163716
2112	5007.871051
2113	5007.020249
2114	5005.811476
2115	5003.290627
2116	4999.206408
2117	4995.679167
2118	4991.98281
2119	4989.416534
2120	4987.422308
2121	4985.432409
2122	4984.618853
2123	4980.446883
2124	4976.767286
2125	4976.547113
2126	4973.467787
2127	4970.400727
2128	4968.087706
2129	4963.034709
2130	4959.699536
2131	4957.662934
2132	4955.865437
2133	4954.02987
2134	4950.482166
2135	4947.548255
2136	4944.686068
2137	4944.351248
2138	4941.774105
2139	4936.960533
2140	4934.060133
2141	4933.095714
2142	4930.901849
2143	4926.899408
2144	4924.807576
2145	4922.970265
2146	4919.663345
2147	4916.644588
2148	4914.128146
2149	4911.551965
2150	4908.632921
2151	4904.910423
2152	4901.58256
2153	4899.442311
2154	4895.907021
2155	4892.956575
2156	4890.914144
2157	4890.662184
2158	4888.571715
2159	4885.86049
2160	4883.54667
2161	4880.734536
2162	4877.797117
2163	4874.353906
2164	4871.089717
2165	4867.284917
2166	4866.450776
2167	4864.810589
2168	4861.441146
2169	4856.775514
2170	4852.81883
2171	4849.775048
2172	4849.246144
2173	4846.588721
2174	4845.630053
2175	4844.059364
2176	4840.410826
2177	4837.957171
2178	4835.646217
2179	4834.247987
2180	4831.544458
2181	4830.332691
2182	4828.286109
2183	4824.828561
2184	4821.261994
2185	4818.444291
2186	4816.370791
2187	4814.067742
2188	4813.453489
2189	4809.333593
2190	4808.977543
2191	4805.334275
2192	4801.555131
2193	4799.251143
2194	4795.697111
2195	4793.847422
2196	4791.18312
2197	4789.851298
2198	4788.725563
2199	4786.10905
2200	4782.416804
2201	4779.745349
2202	4777.507399
2203	4774.71003
2204	4772.274141
2205	4771.609275
2206	4769.877897
2207	4767.8333
2208	4765.032188
2209	4763.262064
2210	4760.607609
2211	4756.913038
2212	4756.795445
2213	4752.643702
2214	4751.517667
2215	4749.132137
2216	4748.483912
2217	4746.180545
2218	4743.533176
2219	4741.104855
2220	4740.172562
2221	4738.6384
2222	4737.92644
2223	4737.641836
2224	4735.147479
2225	4732.579046
2226	4730.424623
2227	4725.972051
2228	4723.57202
2229	4723.29862
2230	4719.00443
2231	4717.037579
2232	4714.220821
2233	4711.306306
2234	4708.391462
2235	4704.883316
2236	4704.084636
2237	4700.921938
2238	4700.385017
2239	4697.673169
2240	4695.299799
2241	4691.882596
2242	4688.842748
2243	4685.030494
2244	4683.924116
2245	4683.522774
2246	4679.526027
2247	4675.749428
2248	4674.801387
2249	4670.676802
2250	4667.6509
2251	4665.247234
2252	4663.768861
2253	4662.743386
2254	4658.963865
2255	4656.326639
2256	4653.701693
2257	4650.232592
2258	4648.902576
2259	4646.719812
2260	4643.408331
2261	4640.973072
2262	4638.497302
2263	4636.159836
2264	4633.955082
2265	4631.569764
2266	4628.947434
2267	4625.850816
2268	4622.874996
2269	4620.615636
2270	4618.092405
2271	4614.706959
2272	4614.215049
2273	4610.845946
2274	4608.062869
2275	4605.210344
2276	4603.230449
2277	4600.821259
2278	4598.969917
2279	4598.327299
2280	4594.34875
2281	4590.549966
2282	4588.168637
2283	4586.512504
2284	4584.123582
2285	4583.586004
2286	4581.946339
2287	4580.224949
2288	4579.353628
2289	4577.320979
2290	4573.837405
2291	4572.740794
2292	4569.754391
2293	4567.814271
2294	4564.895116
2295	4564.619123
2296	4562.127127
2297	4559.863635
2298	4557.857814
2299	4553.664712
2300	4551.985103
2301	4550.942321
2302	4547.448977
2303	4545.115108
2304	4543.66284
2305	4542.858915
2306	4541.492678
2307	4540.010204
2308	4539.59539
2309	4535.317414
2310	4534.132479
2311	4532.357446
2312	4530.630177
2313	4526.285036
2314	4525.174977
2315	4522.217077
2316	4519.058982
2317	4515.376402
2318	4512.785909
2319	4510.713914
2320	4508.409794
2321	4505.059981
2322	4504.209829
2323	4501.540411
2324	4498.100493
2325	4495.244785
2326	4491.664778
2327	4487.568179
2328	4486.27283
2329	4483.636082
2330	4480.464327
2331	4480.329878
2332	4479.269568
2333	4477.955558
2334	4474.340625
2335	4471.765517
2336	4468.17494
2337	4465.528034
2338	4462.620149
2339	4459.689533
2340	4458.47894
2341	4455.328648
2342	4451.363702
2343	4449.174751
2344	4447.74875
2345	4446.560375
2346	4445.950292
2347	4443.943503
2348	4440.638223
2349	4437.319809
2350	4434.110162
2351	4432.626633
2352	4430.194862
2353	4428.566371
2354	4427.320731
2355	4426.293701
2356	4424.337617
2357	4422.304187
2358	4420.397824
2359	4419.373695
2360	4416.940171
2361	4414.607255
2362	4412.382866
2363	4410.76435
2364	4408.422745
2365	4407.867482
2366	4406.093045
2367	4404.447875
2368	4402.575496
2369	4401.360305
2370	4398.846524
2371	4397.106931
2372	4395.513459
2373	4395.177183
2374	4393.798441
2375	4391.480389
2376	4388.79956
2377	4385.887642
2378	4384.110251
2379	4381.633426
2380	4379.535321
2381	4377.210203
2382	4374.98714
2383	4371.948241
2384	4371.029369
2385	4367.610982
2386	4364.117
2387	4361.817066
2388	4358.868221
2389	4354.983893
2390	4351.765616
2391	4349.782842
2392	4349.2473
2393	4347.752483
2394	4346.536013
2395	4344.322962
2396	4341.721968
2397	4339.540556
2398	4337.174341
2399	4334.518011
2400	4334.008971
2401	4331.489044
2402	4330.521404
2403	4330.266784
2404	4328.433312
2405	4326.394101
2406	4323.549855
2407	4322.760616
2408	4319.345936
2409	4314.954836
2410	4312.257723
2411	4309.978991
2412	4307.568762
2413	4304.780253
2414	4301.27867
2415	4298.688844
2416	4296.567111
2417	4294.488691
2418	4290.780758
2419	4287.958971
2420	4286.271472
2421	4284.417281
2422	4283.786045
2423	4280.558226
2424	4278.367721
2425	4275.615992
2426	4273.102802
2427	4268.781532
2428	4266.838607
2429	4265.838734
2430	4265.625581
2431	4264.34791
2432	4262.078687
2433	4260.056754
2434	4257.729858
2435	4254.147751
2436	4252.333133
2437	4249.313169
2438	4246.887472
2439	4243.876986
2440	4241.275305
2441	4240.793313
2442	4239.56021
2443	4237.507883
2444	4234.706302
2445	4232.05495
2446	4231.732428
2447	4229.421614
2448	4225.870799
2449	4222.537215
2450	4220.529651
2451	4219.773323
2452	4217.63234
2453	4215.221007
2454	4213.039368
2455	4212.377676
2456	4210.762392
2457	4208.606955
2458	4204.933066
2459	4203.217224
2460	4200.881519
2461	4196.782928
2462	4193.866917
2463	4192.338186
2464	4190.669356
2465	4189.469666
2466	4186.813505
2467	4184.409757
2468	4181.542048
2469	4179.01145
2470	4177.443484
2471	4176.085006
2472	4174.417095
2473	4172.312159
2474	4170.300231
2475	4168.119378
2476	4166.38959
2477	4165.178131
2478	4162.600552
2479	4158.215117
2480	4155.778936
2481	4154.908987
2482	4154.333407
2483	4153.791822
2484	4151.724233
2485	4149.614138
2486	4148.037579
2487	4144.505771
2488	4140.995709
2489	4138.220811
2490	4136.744604
2491	4135.422541
2492	4134.278827
2493	4133.077325
2494	4130.925567
2495	4129.213655
2496	4125.540838
2497	4123.823553
2498	4122.338282
2499	4119.640688
2500	4117.537985
2501	4117.268409
2502	4114.620303
2503	4114.121951
2504	4112.448928
2505	4110.212293
2506	4108.50876
2507	4107.162862
2508	4105.583713
2509	4104.006925
2510	4101.52691
2511	4099.765145
2512	4096.53177
2513	4095.032994
2514	4092.094918
2515	4090.324598
2516	4089.027166
2517	4085.28207
2518	4082.981896
2519	4080.485268
2520	4077.481341
2521	4074.730228
2522	4073.00951
2523	4071.644164
2524	4070.36687
2525	4068.182163
2526	4065.754053
2527	4064.264028
2528	4062.521744
2529	4060.524193
2530	4059.406508
2531	4056.483398
2532	4054.517641
2533	4054.213437
2534	4051.349137
2535	4050.432463
2536	4048.191754
2537	4046.894771
2538	4045.476778
2539	4045.273198
2540	4041.813714
2541	4040.061504
2542	4039.577966
2543	4036.792191
2544	4036.004683
2545	4034.753432
2546	4032.299298
2547	4030.209494
2548	4026.954918
2549	4025.099589
2550	4021.970213
2551	4021.762174
2552	4020.173257
2553	4017.781246
2554	4016.640519
2555	4016.141956
2556	4014.073785
2557	4012.243613
2558	4009.584372
2559	4007.80476
2560	4005.429686
2561	4003.373751
2562	4001.412492
2563	3999.835907
2564	3997.113134
2565	3995.449238
2566	3994.330653
2567	3993.304878
2568	3992.083379
2569	3991.733753
2570	3991.099499
2571	3988.761884
2572	3986.147062
2573	3985.78745
2574	3985.485258
2575	3983.589306
2576	3980.475576
2577	3979.646737
2578	3977.448629
2579	3974.300065
2580	3971.279512
2581	3971.106103
2582	3968.773992
2583	3967.436601
2584	3966.374598
2585	3966.194221
2586	3963.983993
2587	3961.708998
2588	3961.356908
2589	3959.354611
2590	3957.157907
2591	3955.81873
2592	3954.783813
2593	3952.871494
2594	3950.93939
2595	3950.262008
2596	3947.601364
2597	3946.772483
2598	3946.111879
2599	3944.807531
2600	3942.229245
2601	3941.330457
2602	3940.116849
2603	3939.176321
2604	3937.625457
2605	3935.205868
2606	3933.208326
2607	3929.376712
2608	3925.674555
2609	3924.584848
2610	3922.700503
2611	3920.321503
2612	3918.280152
2613	3916.293881
2614	3915.489054
2615	3913.764823
2616	3912.099218
2617	3910.077158
2618	3908.890251
2619	3906.404841
2620	3904.022548
2621	3903.471177
2622	3900.455852
2623	3899.006236
2624	3897.215112
2625	3895.534713
2626	3893.846364
2627	3892.736796
2628	3890.437015
2629	3887.093787
2630	3884.806071
2631	3882.910096
2632	3879.378232
2633	3877.270595
2634	3875.423286
2635	3874.249235
2636	3872.711555
2637	3869.664275
2638	3869.529152
2639	3867.846728
2640	3864.779213
2641	3862.693116
2642	3861.305344
2643	3859.096687
2644	3855.159612
2645	3854.37043
2646	3852.190583
2647	3850.76962
2648	3848.325342
2649	3844.788572
2650	3843.638943
2651	3842.216503
2652	3839.75138
2653	3836.150533
2654	3833.474032
2655	3830.597114
2656	3828.139601
2657	3824.769473
2658	3822.395629
2659	3821.204352
2660	3819.642796
2661	3817.595174
2662	3815.714658
2663	3812.632726
2664	3811.792465
2665	3811.688368
2666	3808.608425
2667	3807.308205
2668	3804.967797
2669	3802.741916
2670	3801.054271
2671	3797.95225
2672	3796.238462
2673	3793.805682
2674	3791.982589
2675	3790.201928
2676	3788.884113
2677	3786.941366
2678	3785.446147
2679	3785.181542
2680	3782.097116
2681	3779.965163
2682	3779.864646
2683	3779.575758
2684	3777.290279
2685	3777.163229
2686	3774.626117
2687	3772.968069
2688	3771.376573
2689	3768.979681
2690	3767.832114
2691	3765.569606
2692	3763.281944
2693	3761.103205
2694	3760.981695
2695	3759.116749
2696	3756.584288
2697	3755.048506
2698	3754.114137
2699	3752.965903
2700	3751.029266
2701	3747.917951
2702	3745.23187
2703	3745.081286
2704	3744.831058
2705	3743.606073
2706	3741.52811
2707	3740.50708
2708	3738.641487
2709	3737.546714
2710	3734.621418
2711	3734.522267
2712	3730.953526
2713	3728.526363
2714	3724.783774
2715	3722.126339
2716	3720.407382
2717	3720.144065
2718	3719.303101
2719	3717.76
2720	3716.441628
2721	3713.638714
2722	3713.487966
2723	3711.406708
2724	3709.346677
2725	3707.226166
2726	3705.984717
2727	3703.675651
2728	3701.464195
2729	3699.806582
2730	3696.843861
2731	3694.806612
2732	3692.360406
2733	3689.754841
2734	3688.101726
2735	3685.926354
2736	3684.523048
2737	3684.448473
2738	3682.828099
2739	3679.207313
2740	3677.721418
2741	3675.759184
2742	3675.59089
2743	3675.3815
2744	3674.076384
2745	3670.504749
2746	3667.996899
2747	3667.814373
2748	3666.258045
2749	3663.824786
2750	3661.709036
2751	3660.955527
2752	3659.118961
2753	3657.776101
2754	3656.484572
2755	3654.312629
2756	3651.493951
2757	3651.315851
2758	3649.884408
2759	3648.361737
2760	3646.601213
2761	3644.956266
2762	3642.474781
2763	3639.706172
2764	3637.838332
2765	3636.706259
2766	3633.677629
2767	3631.649628
2768	3631.506521
2769	3628.907792
2770	3627.36694
2771	3624.839427
2772	3623.20017
2773	3622.116298
2774	3619.808315
2775	3619.690833
2776	3617.296947
2777	3615.829568
2778	3614.877114
2779	3614.730423
2780	3613.303222
2781	3610.944308
2782	3610.559807
2783	3608.97264
2784	3607.554645
2785	3605.081188
2786	3603.58442
2787	3602.710346
2788	3601.770842
2789	3599.71683
2790	3597.656977
2791	3595.448391
2792	3594.412301
2793	3592.110261
2794	3588.93364
2795	3588.338764
2796	3586.576408
2797	3583.93977
2798	3582.287785
2799	3580.957035
2800	3578.876968
2801	3576.92706
2802	3575.322337
2803	3573.518915
2804	3572.708015
2805	3570.358139
2806	3567.966413
2807	3566.507037
2808	3564.206817
2809	3562.56283
2810	3562.036654
2811	3560.517801
2812	3559.979034
2813	3558.817582
2814	3557.599919
2815	3557.226272
2816	3554.265928
2817	3552.256179
2818	3549.545206
2819	3548.130844
2820	3545.721707
2821	3545.526471
2822	3543.184667
2823	3541.558828
2824	3539.218679
2825	3537.238892
2826	3536.502707
2827	3533.218889
2828	3532.419052
2829	3528.844422
2830	3525.308876
2831	3523.338358
2832	3521.41528
2833	3520.147464
2834	3518.243037
2835	3517.412144
2836	3514.377283
2837	3511.033934
2838	3510.88257
2839	3510.427545
2840	3508.650855
2841	3507.248128
2842	3505.481809
2843	3504.194021
2844	3503.33854
2845	3500.686483
2846	3498.405838
2847	3496.886678
2848	3495.921553
2849	3494.189582
2850	3491.239363
2851	3490.92338
2852	3488.674579
2853	3487.141711
2854	3485.102451
2855	3482.791584
2856	3482.655516
2857	3480.664939
2858	3480.336307
2859	3478.617052
2860	3477.274298
2861	3475.908551
2862	3474.604967
2863	3472.562755
2864	3471.154879
2865	3468.038485
2866	3465.504039
2867	3464.221985
2868	3461.776075
2869	3460.496683
2870	3458.935591
2871	3457.449292
2872	3454.840052
2873	3451.867354
2874	3450.533909
2875	3448.3117
2876	3447.582649
2877	3444.766065
2878	3442.850872
2879	3441.210335
2880	3439.065511
2881	3437.3415
2882	3435.528729
2883	3435.196729
2884	3433.796838
2885	3431.316164
2886	3429.880857
2887	3427.633194
2888	3425.613674
2889	3423.670294
2890	3421.164485
2891	3420.429158
2892	3418.338215
2893	3416.99452
2894	3414.707054
2895	3412.102607
2896	3411.744299
2897	3409.766267
2898	3408.757689
2899	3406.57776
2900	3404.254049
2901	3402.201399
2902	3401.447121
2903	3399.372879
2904	3398.867212
2905	3397.808116
2906	3397.054805
2907	3395.733785
2908	3394.912546
2909	3393.749437
2910	3390.899907
2911	3389.642879
2912	3388.171724
2913	3387.465943
2914	3384.760954
2915	3383.616011
2916	3379.986954
2917	3378.710061
2918	3377.893057
2919	3375.883896
2920	3373.517427
2921	3372.240757
2922	3370.635881
2923	3369.148887
2924	3368.204745
2925	3366.1245
2926	3365.617281
2927	3363.294913
2928	3361.787623
2929	3360.505117
2930	3360.215622
2931	3360.034512
2932	3356.760372
2933	3354.566917
2934	3352.619426
2935	3351.270892
2936	3350.194637
2937	3348.561337
2938	3347.140612
2939	3345.821815
2940	3343.806621
2941	3343.218178
2942	3343.10395
2943	3340.163136
2944	3338.793672
2945	3336.402699
2946	3335.076922
2947	3334.892328
2948	3332.762594
2949	3331.009831
2950	3329.413827
2951	3327.48726
2952	3326.687131
2953	3324.837976
2954	3323.058913
2955	3321.661221
2956	3320.265234
2957	3318.949799
2958	3318.843797
2959	3315.974695
2960	3315.472224
2961	3315.299637
2962	3313.816229
2963	3312.64487
2964	3312.422522
2965	3310.940308
2966	3310.149995
2967	3309.033851
2968	3308.240974
2969	3307.963231
2970	3304.869803
2971	3302.647749
2972	3300.256865
2973	3298.857896
2974	3298.110741
2975	3297.907025
2976	3296.765932
2977	3295.036132
2978	3293.778434
2979	3292.229546
2980	3289.488562
2981	3288.584413
2982	3288.376754
2983	3286.906759
2984	3284.388229
2985	3283.751242
2986	3282.687635
2987	3280.11456
2988	3279.38504
2989	3278.396085
2990	3275.929913
2991	3274.088051
2992	3273.982157
2993	3272.073467
2994	3269.741788
2995	3268.120871
2996	3266.745834
2997	3265.583536
2998	3264.437725
2999	3261.806032
